TsvHttpData-1.0
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/A4B/20200210215524/index.json	5079	v7N3ubLAMnBt+YSfZKa5uw==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/A4B/20200925212808/index.json	3135	LsBD48AuzcHIx9tBzWnN/Q==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AMAZONROUTE53REGIONALCHINA/20200827235517/index.json	20275	smkRcTnfqq1XYCV4e8V0Qg==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AMAZONROUTE53REGIONALCHINA/20210422210049/index.json	20275	hOAAXIbash8xZu2FNPbcTQ==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAmplify/20190129175005/index.json	18012	flEUOCWbwLdba61P0NZOiQ==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAmplify/20190305003837/index.json	21546	q/qrarjM6ZNX2NnUEQTWfA==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAmplify/20190405233137/index.json	39480	6ervIXIpj+lghOok8qnMQQ==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAmplify/20200707181703/index.json	54943	9ZHUIjKsxUd8qQ+7L40HPg==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAmplify/20201110190638/index.json	68082	wy9bbyIfpu9nYmpYqaom+Q==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppRunner/20210518203915/index.json	29352	8m6I3F5+V/x5S+PFxComTg==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20180517214946/index.json	3010797	fokA31WSMkNI0/LaNWjT0Q==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20181212012011/index.json	3453224	PBTjGziNWTZB+M7pXTpgEw==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20190312232456/index.json	40206	A8DE7k6r+4+84zvozrc97w==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20191112165202/index.json	135814	62VRg83ZYyTMwecV1wGlig==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20200526185225/index.json	158894	kOy2YtHEziJ1uS3x4rkQfA==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20200701214220/index.json	241300	HKiFw0LxUyPEhotQGHpzgQ==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20200923192459/index.json	269040	bMTkYF6jUkJh9CY7GFe48Q==
https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AWSAppSync/20210623161820/index.json	282881	8yoGeYt2bdH8wgJpRmRWGg==
